"twitter","id_str","screen_name","twitter_name","description","followers_count","statuses_count","friends_count","created_at","location","id","bioid","name","gender","type","party","facebook","youtube"
"senmikelee","88784440","SenMikeLee","Mike Lee","I am a United States Senator from the great state of Utah. Please help me restore constitutional leadership to Washington!",234999,3844,2402,"Mon Nov 09 22:47:47 +0000 2009","Utah","02080","L000577","Mike Lee","M","Congress","Republican","senatormikelee","senatormikelee"
"senorrinhatch","262756641","SenOrrinHatch","Senator Hatch Office","U.S. Senator from Utah. Tweets are by Sen. Hatch's staff; those signed ogh are from Sen. Hatch himself.",18162,4526,200,"Tue Mar 08 18:04:18 +0000 2011","","01351","H000338","Orrin G. Hatch","M","Congress","Republican","senatororrinhatch","SenatorOrrinHatch"
"senpatroberts","75364211","SenPatRoberts","Pat Roberts","United States Senator from Kansas",22996,3516,800,"Fri Sep 18 19:34:56 +0000 2009","Kansas and Washington, DC","00968","R000307","Pat Roberts","M","Congress","Republican","SenPatRoberts","SenPatRoberts"
"senrobportman","18915145","senrobportman","Rob Portman","United States Senator from the Buckeye State.",53458,6654,3281,"Mon Jan 12 20:56:42 +0000 2009","Ohio","00924","P000449","Rob Portman","M","Congress","Republican","senrobportman","SenRobPortman"
"senronjohnson","233737858","SenRonJohnson","Senator Ron Johnson","Chairman of the Homeland Security and Governmental Affairs Committee & the Subcommittee on Europe & Regional Security Cooperation. Tweets from Ron are signed–rj",37154,2718,151,"Tue Jan 04 00:25:27 +0000 2011","Oshkosh, WI","02086","J000293","Ron Johnson","M","Congress","Republican","senronjohnson","SenatorRonJohnson"
"senrubiopress","229966028","SenRubioPress","Senator Rubio Press","Official account of U.S. Senator @MarcoRubio's PressShop. For more information please visit his website.",23586,2937,120,"Thu Dec 23 21:22:47 +0000 2010","Washington, D.C.","02084","R000595","Marco Rubio","M","Congress","Republican","SenatorMarcoRubio","SenatorMarcoRubio"
"sensanders","29442313","SenSanders","Bernie Sanders","Sen. Bernie Sanders is the longest serving independent in congressional history. Tweets ending in -B are from Bernie, and all others are from a staffer.",2311761,14838,1955,"Tue Apr 07 13:02:35 +0000 2009","Vermont/DC","01010","S000033","Bernard Sanders","M","Congress","Independent","senatorsanders","senatorsanders"
"sensasse","2962923040","SenSasse","Senator Ben Sasse","The press office account of U.S. Sen. Sasse. 

His (less political/hopefully more interesting) personal account is at @BenSasse.",21132,653,1,"Mon Jan 05 22:39:56 +0000 2015","","02289","S001197","Ben Sasse","M","Congress","Republican","SenatorSasse",NA
"senschumer","17494010","SenSchumer","Chuck Schumer","Official account of Senator Chuck Schumer - New York’s Senator RT≠endorsement",147774,8312,26807,"Wed Nov 19 20:10:20 +0000 2008","New York, NY","01036","S000148","Charles E. Schumer","M","Congress","Democrat","chuckschumer","SenatorSchumer"
"senshelby","21111098","SenShelby","Richard Shelby","The Press Office of                       Senator Richard Shelby (R-Ala.)
https://t.co/hUzSbtYLIJ",24505,1001,355,"Tue Feb 17 17:53:43 +0000 2009","Tuscaloosa, Alabama","01049","S000320","Richard C. Shelby","M","Congress","Republican","RichardShelby","SenatorRichardShelby"
"sensherrodbrown","43910797","SenSherrodBrown","Sherrod Brown","Office of United States Senator Sherrod Brown. Proud to serve Ohio. Tweets from Sherrod signed -SB.",63156,2374,119,"Mon Jun 01 16:07:45 +0000 2009","Ohio/Washington D.C.","00136","B000944","Sherrod Brown","M","Congress","Democrat",NA,"SherrodBrownOhio"
"senstabenow","76456274","SenStabenow","Sen. Debbie Stabenow","Representing the people from the Great State of Michigan in the United States Senate",26519,1657,2171,"Tue Sep 22 21:30:16 +0000 2009","Washington, DC","01531","S000770","Debbie Stabenow","F","Congress","Democrat",NA,"senatorstabenow"
"sentedcruz","1074480192","SenTedCruz","Senator Ted Cruz","Representing the State of Texas in the United States Senate.",796204,4269,7432,"Wed Jan 09 18:11:37 +0000 2013","Houston, Texas","02175","C001098","Ted Cruz","M","Congress","Republican","SenatorTedCruz","sentedcruz"
"senthadcochran","555474658","SenThadCochran","Senator Thad Cochran","Office of U.S. Senator Thad Cochran of Mississippi.",22272,1614,529,"Mon Apr 16 22:33:23 +0000 2012","","00213","C000567","Thad Cochran","M","Congress","Republican",NA,"sencochran"
"senthomtillis","2964174789","SenThomTillis","Senator Thom Tillis","Official Twitter account of North Carolina U.S. Senator Thom Tillis.",9685,1520,2662,"Tue Jan 06 14:22:18 +0000 2015","Washington, D.C. ","02291","T000476","Thom Tillis","M","Congress","Republican","SenatorThomTillis",NA
"sentomcotton","968650362","SenTomCotton","Tom Cotton","U.S. Senator proudly serving the state of Arkansas.",39850,4769,372,"Sat Nov 24 19:33:10 +0000 2012","","02098","C001095","Tom Cotton","M","Congress","Republican","SenatorTomCotton","RepTomCotton"
"sentoomey","221162525","SenToomey","Senator Pat Toomey","Official Twitter account for Pat Toomey. Husband. Father. U.S. Senator for Pennsylvania.",43106,3391,1027,"Mon Nov 29 22:32:09 +0000 2010","","02085","T000461","Patrick J. Toomey","M","Congress","Republican","senatortoomey","sentoomey"
"senwarren","970207298","SenWarren","Elizabeth Warren","Official twitter account of Senator Elizabeth Warren of Massachusetts.",820763,1153,252,"Sun Nov 25 15:14:27 +0000 2012","","02182","W000817","Elizabeth Warren","F","Congress","Democrat","senatorelizabethwarren","senelizabethwarren"
"senwhitehouse","242555999","SenWhitehouse","Sheldon Whitehouse","U.S. Senator from #RhodeIsland, the Ocean State. Follows, RTs ≠ endorsement, but I look forward to listening to you.",28661,3737,1429,"Tue Jan 25 01:52:03 +0000 2011","Rhode Island","01823","W000802","Sheldon Whitehouse","M","Congress","Democrat","SenatorWhitehouse","SenatorWhitehouse"
"slate","15164565","Slate","Slate","Politics, culture, technology, business, news, and commentary. Procrastinate better.",1587102,217707,587,"Thu Jun 19 01:08:29 +0000 2008","",NA,NA,NA,NA,"Media Outlets",NA,NA,NA
"speakerryan","18916432","SpeakerRyan","Paul Ryan","Office of the 54th Speaker of the House, Paul Ryan.",760627,6744,121,"Mon Jan 12 21:31:25 +0000 2009","Janesville, WI","01560","R000570","Paul D. Ryan","M","Congress","Republican","speakerryan","reppaulryan"
"staceyplaskett","2724095695","StaceyPlaskett","Rep. Stacey Plaskett","Proudly representing the Virgin Islands of the United States",2110,448,217,"Mon Aug 11 14:40:01 +0000 2014","U.S. Virgin Is. | Wash., DC","02274","P000610","Stacey E. Plaskett","F","Congress","Democrat","repstaceyplaskett",NA
"stephenathome","16303106","StephenAtHome","Stephen Colbert","Vehicle",11260844,4038,28,"Mon Sep 15 22:31:44 +0000 2008","",NA,NA,NA,NA,"Media Outlets",NA,NA,NA
"stevedaines","11651202","SteveDaines","Steve Daines","Serving the people of Montana in the U.S. Senate.",7891,3020,617,"Sun Dec 30 05:52:03 +0000 2007","Bozeman, MT","02138","D000618","Steve Daines","M","Congress","Republican","SteveDainesMT","SteveDainesMT"
"stevekingia","48117116","SteveKingIA","Steve King","Representing the 4th District of Iowa #IA04",33706,1568,108,"Wed Jun 17 21:09:41 +0000 2009","Washington, DC","01724","K000362","Steve King","M","Congress","Republican","stevekingia","stevekingia"
"steveknight25","2974648323","SteveKnight25","Rep. Steve Knight","Proudly representing California's 25th Congressional District.",1118,213,286,"Mon Jan 12 13:24:19 +0000 2015","","02228","K000387","Stephen Knight","M","Congress","Republican","RepresentativeSteveKnight",NA
"stevescalise","1209417007","SteveScalise","Rep. Steve Scalise","Serving as House Majority Whip and representing LA-01. Follow me on Facebook: http://t.co/mIQZ2Jh9Gt and Instagram: http://t.co/5wuWc45xvq",16137,5526,1678,"Fri Feb 22 18:10:47 +0000 2013","Jefferson, LA","01892","S001176","Steve Scalise","M","Congress","Republican","RepSteveScalise","RepSteveScalise"
"susanwbrooks","1074101017","SusanWBrooks","Susan W. Brooks","Serving the good people of Indiana’s 5th District in Congress.",8133,1825,645,"Wed Jan 09 15:30:38 +0000 2013","","02129","B001284","Susan W. Brooks","F","Congress","Republican","congresswomansusanwbrooks","SusanWBrooks"
"teammoulton","3091316093","teammoulton","TeamMoulton","The Office of Congressman Seth Moulton (D-MA)",2701,1964,3082,"Fri Mar 13 14:26:54 +0000 2015","Salem, MA ","02246","M001196","Seth Moulton","M","Congress","Democrat","CongressmanSethMoulton",NA
"tedcruz","23022687","tedcruz","Ted Cruz","Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate.",1419090,16984,13741,"Fri Mar 06 03:20:20 +0000 2009","Houston, Texas",NA,NA,NA,NA,"Primary Candidate","Republican",NA,NA
"tgowdysc","237348797","TGowdySC","Trey Gowdy","Congressman for South Carolina's 4th District.",296116,1507,413,"Wed Jan 12 16:57:04 +0000 2011","","02058","G000566","Trey Gowdy","M","Congress","Republican","143059759084016","TGowdySC"
"theblaze","10774652","theblaze","TheBlaze","The digital network for the New American Heartland, delivering thought-provoking news and entertainment to impassioned people who want to impact change.",547109,68556,168,"Sat Dec 01 22:23:57 +0000 2007","Dallas, TX",NA,NA,NA,NA,"Media Outlets",NA,NA,NA
"thedailyshow","158414847","TheDailyShow","The Daily Show","Trevor Noah & The Best F#@king News Team. Weeknights 11/10c @ComedyCentral. Full episodes, videos, guest info. #DailyShow
Tickets: https://t.co/otjFIiMtNU",4300233,10208,347,"Tue Jun 22 16:41:05 +0000 2010","",NA,NA,NA,NA,"Media Outlets",NA,NA,NA
"thedemocrats","14377605","TheDemocrats","The Democrats","This is the official Twitter account of the Democratic Party. Follow our tweets to get the latest info on Democratic news, issues, and events.",553080,18276,1102,"Sun Apr 13 20:23:13 +0000 2008","Washington, D.C.",NA,NA,NA,NA,"Other Politicians",NA,NA,NA
"thinkprogress","55355654","thinkprogress","ThinkProgress","Moving news forward.",551462,77483,979,"Thu Jul 09 20:42:08 +0000 2009","Washington, D.C.",NA,NA,NA,NA,"Media Outlets",NA,NA,NA
"tiberipress","3145255727","tiberipress","tiberipress","for Congressman Pat Tiberi follow @pattiberi",12,0,25,"Tue Apr 07 19:36:11 +0000 2015","","01664","T000462","Patrick J. Tiberi","M","Congress","Republican","RepPatTiberi","PatTiberi"
"toddrokita","17544524","ToddRokita","Rep. Todd Rokita","Todd Rokita, U.S. Representative of the 4th District of Indiana. Chairman of Subcommittee on Early Childhood, Elementary, and Secondary Education.",12811,5042,3411,"Fri Nov 21 20:10:51 +0000 2008","Indiana","02017","R000592","Todd Rokita","M","Congress","Republican","RepToddRokita","reptoddrokita"
"tomcoleok04","23124635","TomColeOK04","Rep. Tom Cole","Proud to represent the Fourth District of Oklahoma in the U.S. House of Representatives. Staff moderated unless signed by me. -TC",9254,876,160,"Fri Mar 06 21:54:25 +0000 2009","Oklahoma","01742","C001053","Tom Cole","M","Congress","Republican","TomColeOK04","reptomcole"
"tomrooney","23970171","TomRooney","Tom Rooney","Proudly represent Florida's 17th District in the U.S. House of Representatives. Husband & father of 3 sons. RT ≠ endorsement.",14800,2704,3896,"Thu Mar 12 15:44:41 +0000 2009","Florida","01916","R000583","Thomas J. Rooney","M","Congress","Republican","reptomrooney","CongressmanRooney"
"tulsipress","1064206014","TulsiPress","Rep. Tulsi Gabbard","Aloha and welcome to the official Twitter page of Congresswoman Tulsi Gabbard (HI-02). Account managed by staff. Tulsi tweets signed TG.",29259,1796,997,"Sat Jan 05 22:57:50 +0000 2013","","02122","G000571","Tulsi Gabbard","F","Congress","Democrat","RepTulsiGabbard","tulsipress"
"txrandy14","1058051748","TXRandy14","Randy Weber","Representative for the 14th Congressional District of Texas.  http://t.co/3YiUH4dPNE | Instagram: TXRandy14",5739,1878,388,"Thu Jan 03 15:30:06 +0000 2013","Friendswood, TX","02161","W000814","Randy K. Weber Sr.","M","Congress","Republican","TXRandy14","TXRandy14"
"usatoday","15754281","USATODAY","USA TODAY","The latest news and most interesting stories from USA TODAY. News that's meant to be shared.",2561232,166166,915,"Wed Aug 06 19:55:31 +0000 2008","USA TODAY HQ, McLean, Va.",NA,NA,NA,NA,"Media Outlets",NA,NA,NA
"usrepdavidjolly","2482022082","USRepDavidJolly","David Jolly","Proudly representing Florida's 13th District and the people of Pinellas County in the U.S. House.",3767,1631,275,"Wed May 07 12:35:31 +0000 2014","Indian Shores, FL","02199","J000296","David W. Jolly","M","Congress","Republican","repdavidjolly",NA
"usrepgarypalmer","2861616083","USRepGaryPalmer","Gary Palmer","Proudly serving the people of Alabama's 6th Congressional District.",3069,1258,841,"Tue Nov 04 22:58:38 +0000 2014","","02221","P000609","Gary J. Palmer","M","Congress","Republican","USRepresentativeGaryPalmer",NA
"usrepkcastor","1880674038","USRepKCastor","US Rep Kathy Castor","Tampa Bay's Congresswoman",4547,2286,1921,"Wed Sep 18 20:03:57 +0000 2013","","01839","C001066","Kathy Castor","F","Congress","Democrat","USRepKathyCastor","RepKathyCastor"
"usrepkeating","232992031","USRepKeating","Bill Keating","Welcome to the official Twitter page of Congressman Bill Keating!",7212,1071,597,"Sat Jan 01 23:58:47 +0000 2011","Bourne, Ma","02025","K000375","William R. Keating","M","Congress","Democrat","Congressman.Keating","RepBillKeating"
"usreplong","1444015610","USRepLong","U.S. Rep. Billy Long","Representing Missouri’s 7th District in the United States Congress

Member of the House Energy and Commerce Committee",5152,4997,4251,"Mon May 20 15:02:21 +0000 2013","","02033","L000576","Billy Long","M","Congress","Republican","Rep.Billy.Long","MOdistrict7"
"usrepmikedoyle","39249305","USRepMikeDoyle","Mike Doyle","U.S. Member of Congress representing PA's 14th District",8544,583,51,"Mon May 11 13:22:08 +0000 2009","Pittsburgh, PA","00316","D000482","Michael F. Doyle","M","Congress","Democrat","usrepmikedoyle","CongressmanDoyle"
"usreprhinojosa","239905257","USRepRHinojosa","Rep. Rubén Hinojosa","Proudly representing the 15th Congressional District of Texas",9335,1885,510,"Tue Jan 18 18:13:06 +0000 2011","","01490","H000636","Rubén Hinojosa","M","Congress","Democrat","CongressmanRubenHinojosa","RepRubenHinojosa"
"usrepricknolan","1055685948","USRepRickNolan","US Rep. Rick Nolan","This is the official Twitter account for U.S Congressman Rick Nolan, proudly serving the people of Minnesota's 8th Congressional District.",6014,1983,1057,"Wed Jan 02 17:51:28 +0000 2013","","00867","N000127","Richard M. Nolan","M","Congress","Democrat","UsRepRickNolan","USRepRickNolan"
"usreprodney","1382011333","USRepRodney","Rodney Frelinghuysen","Proudly serving the 11th Congressional District of New Jersey in the U.S. House of Representatives.",3380,581,102,"Fri Apr 26 14:05:13 +0000 2013","","00414","F000372","Rodney P. Frelinghuysen","M","Congress","Republican","rfrelinghuysen","RepFrelinghuysen"
"vernbuchanan","20467163","VernBuchanan","Rep. Vern Buchanan","U.S. Congressman",18274,2038,11067,"Mon Feb 09 21:05:19 +0000 2009","Florida's 16th District","01840","B001260","Vern Buchanan","M","Congress","Republican","CongressmanBuchanan","vernbuchanan"
"virginiafoxx","16256269","virginiafoxx","Virginia Foxx","Congresswoman Virginia Foxx. Conservative representing North Carolina's Fifth District.",14678,3158,1374,"Fri Sep 12 13:30:07 +0000 2008","Banner Elk, NC","01791","F000450","Virginia Foxx","F","Congress","Republican","RepVirginiaFoxx","repvirginiafoxx"
"washingtonpost","2467791","washingtonpost","Washington Post","Tweet-length breaking news, analysis from around the world. Founded in 1877. Follow our journalists on Twitter: https://t.co/VV0UBAMHg8",6944203,185701,1294,"Tue Mar 27 11:19:39 +0000 2007","Washington, DC",NA,NA,NA,NA,"Media Outlets",NA,NA,NA
"whiphoyer","22012091","WhipHoyer","Steny Hoyer","The Democratic Whip of the U.S. House of Representatives, representing Maryland's 5th Congressional District.",57120,10562,4048,"Thu Feb 26 14:13:01 +0000 2009","Washington, DC","00566","H000874","Steny H. Hoyer","M","Congress","Democrat","WhipHoyer","LeaderHoyer"
"wsj","3108351","WSJ","Wall Street Journal","Breaking news and features from the WSJ.",11472973,165548,1068,"Sun Apr 01 06:22:13 +0000 2007","New York, NY",NA,NA,NA,NA,"Media Outlets",NA,NA,NA
